MetricID	BoneID	Measurement	PhaseID	TaxonCode	SkeletalElement	Sex	Castrate	Value	time_added	user_added	time_last_update	user_last_update
M061088	B13630	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	40.3	\N	\N	2024-09-27 15:02:10	robert@localhost
M061089	B13630	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	24.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061094	B13631	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	30.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061095	B13631	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	24.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061102	B13632	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	23.8	\N	\N	2024-09-27 15:02:10	robert@localhost
M061103	B13632	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	29.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061104	B13632	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	39.2	\N	\N	2024-09-27 15:02:10	robert@localhost
M061105	B13632	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	23.1	\N	\N	2024-09-27 15:02:10	robert@localhost
M061110	B13633	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	24.6	\N	\N	2024-09-27 15:02:10	robert@localhost
M061111	B13633	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	29	\N	\N	2024-09-27 15:02:10	robert@localhost
M061112	B13633	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	40.3	\N	\N	2024-09-27 15:02:10	robert@localhost
M061113	B13633	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.6	\N	\N	2024-09-27 15:02:10	robert@localhost
M061118	B13634	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061119	B13634	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	25.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061120	B13634	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	37.8	\N	\N	2024-09-27 15:02:10	robert@localhost
M061121	B13634	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	20.9	\N	\N	2024-09-27 15:02:10	robert@localhost
M061126	B13635	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061127	B13635	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	26.1	\N	\N	2024-09-27 15:02:10	robert@localhost
M061128	B13635	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	37.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061129	B13635	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	20.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061134	B13636	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061135	B13636	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	27.6	\N	\N	2024-09-27 15:02:10	robert@localhost
M061136	B13636	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	38.3	\N	\N	2024-09-27 15:02:10	robert@localhost
M061137	B13636	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	21.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061142	B13637	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061143	B13637	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	26.8	\N	\N	2024-09-27 15:02:10	robert@localhost
M061144	B13637	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	37.1	\N	\N	2024-09-27 15:02:10	robert@localhost
M061145	B13637	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	20.6	\N	\N	2024-09-27 15:02:10	robert@localhost
M061150	B13638	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	23.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061151	B13638	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	29	\N	\N	2024-09-27 15:02:10	robert@localhost
M061152	B13638	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	38.8	\N	\N	2024-09-27 15:02:10	robert@localhost
M061153	B13638	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	23.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061158	B13639	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.1	\N	\N	2024-09-27 15:02:10	robert@localhost
M061159	B13639	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	28.2	\N	\N	2024-09-27 15:02:10	robert@localhost
M061160	B13639	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	38	\N	\N	2024-09-27 15:02:10	robert@localhost
M061166	B13640	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	24.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061167	B13640	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	28.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061168	B13640	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	38.6	\N	\N	2024-09-27 15:02:10	robert@localhost
M061169	B13640	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	22.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061174	B13641	Bd	HENE1	bostaur	phalanx 2: posterior	0.5	\N	23.7	\N	\N	2024-09-27 15:02:10	robert@localhost
M061175	B13641	Bp	HENE1	bostaur	phalanx 2: posterior	0.5	\N	27.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061176	B13641	GL	HENE1	bostaur	phalanx 2: posterior	0.5	\N	35.4	\N	\N	2024-09-27 15:02:10	robert@localhost
M061177	B13641	SD	HENE1	bostaur	phalanx 2: posterior	0.5	\N	21.5	\N	\N	2024-09-27 15:02:10	robert@localhost
M061184	B13642	DLS	HENE1	bostaur	PH3	0.5	\N	67.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M061192	B13643	DLS	HENE1	bostaur	PH3	0.5	\N	62.4	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M061198	B13644	BFp	HENE1	bostaur	radius	0.5	\N	76.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061199	B13644	Bp	HENE1	bostaur	radius	0.5	\N	84	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061204	B13645	Bd	HENE1	bostaur	radius	0.5	\N	74.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061205	B13645	BFd	HENE1	bostaur	radius	0.5	\N	67.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061206	B13645	BFp	HENE1	bostaur	radius	0.5	\N	73.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061207	B13645	Bp	HENE1	bostaur	radius	0.5	\N	79.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061208	B13645	GL	HENE1	bostaur	radius	0.5	\N	287.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061209	B13645	SD	HENE1	bostaur	radius	0.5	\N	40	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061210	B13646	Bd	HENE1	bostaur	radius	0.5	\N	63.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061211	B13646	BFd	HENE1	bostaur	radius	0.5	\N	54.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061212	B13646	BFp	HENE1	bostaur	radius	0.5	\N	76	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061213	B13646	Bp	HENE1	bostaur	radius	0.5	\N	83	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061214	B13646	GL	HENE1	bostaur	radius	0.5	\N	288.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061215	B13646	SD	HENE1	bostaur	radius	0.5	\N	36.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061216	B13647	BFp	HENE1	bostaur	radius	0.5	\N	75.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061217	B13647	Bp	HENE1	bostaur	radius	0.5	\N	83.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061222	B13648	BFp	HENE1	bostaur	radius	0.5	\N	77	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061223	B13648	Bp	HENE1	bostaur	radius	0.5	\N	83.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061228	B13649	BFp	HENE1	bostaur	radius	0.5	\N	74	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061229	B13649	Bp	HENE1	bostaur	radius	0.5	\N	80.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061234	B13650	Bd	HENE1	bostaur	radius	0.5	\N	70.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061235	B13650	BFd	HENE1	bostaur	radius	0.5	\N	69.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061236	B13650	BFp	HENE1	bostaur	radius	0.5	\N	80	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061237	B13650	Bp	HENE1	bostaur	radius	0.5	\N	85.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061238	B13650	GL	HENE1	bostaur	radius	0.5	\N	290.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061239	B13650	SD	HENE1	bostaur	radius	0.5	\N	40.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061240	B13651	BFp	HENE1	bostaur	radius	0.5	\N	77	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061241	B13651	Bp	HENE1	bostaur	radius	0.5	\N	83	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061246	B13652	BG	HENE1	bostaur	scapula	0.5	\N	46.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061247	B13652	GLP	HENE1	bostaur	scapula	0.5	\N	68.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061248	B13652	SLC	HENE1	bostaur	scapula	0.5	\N	54	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061249	B13652	LG	HENE1	bostaur	scapula	0.5	\N	56.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061251	B13653	BG	HENE1	bostaur	scapula	0.5	\N	47	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061252	B13653	GLP	HENE1	bostaur	scapula	0.5	\N	69	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061253	B13653	LG	HENE1	bostaur	scapula	0.5	\N	57.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061255	B13654	Bd	HENE1	bostaur	tibia	0.5	\N	60.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061260	B13655	Bd	HENE1	bostaur	tibia	0.5	\N	62.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061265	B13656	Bd	HENE1	bostaur	tibia	0.5	\N	61.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061266	B13656	Bp	HENE1	bostaur	tibia	0.5	\N	96.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061267	B13656	GL	HENE1	bostaur	tibia	0.5	\N	347.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061268	B13656	SD	HENE1	bostaur	tibia	0.5	\N	34.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061270	B13657	Bd	HENE1	bostaur	tibia	0.5	\N	61.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061271	B13657	Bp	HENE1	bostaur	tibia	0.5	\N	97.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061275	B13658	Bd	HENE1	bostaur	tibia	0.5	\N	58.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061276	B13658	Bp	HENE1	bostaur	tibia	0.5	\N	96.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061277	B13658	GL	HENE1	bostaur	tibia	0.5	\N	326.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061278	B13658	SD	HENE1	bostaur	tibia	0.5	\N	34.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061280	B13659	Bd	HENE1	bostaur	tibia	0.5	\N	60.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061285	B13660	Bd	HENE1	bostaur	tibia	0.5	\N	63.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061286	B13660	Bp	HENE1	bostaur	tibia	0.5	\N	98.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061287	B13660	GL	HENE1	bostaur	tibia	0.5	\N	356	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061288	B13660	SD	HENE1	bostaur	tibia	0.5	\N	35.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061290	B13661	Bp	HENE1	bostaur	tibia	0.5	\N	82.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061295	B13662	Bd	HENE1	bostaur	tibia	0.5	\N	57.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061300	B13663	Bp	HENE1	bostaur	tibia	0.5	\N	81.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061305	B13664	BPC	HENE1	bostaur	ulna	0.5	\N	43.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061306	B13664	SDO	HENE1	bostaur	ulna	0.5	\N	50.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
